Organism	BioProject	Run	Tissue	Treatment	Isolate	AGE	SRA Study	Sample Name	Bases	Bytes	AvgSpotLen	BioSample	Experiment	ReleaseDate	create_date	Library Name	dev_stage	Cultivar					name
Brassica rapa	PRJNA593493	SRR10685359	Apex	-	not applicable	17d	SRP237446	BA7_2	8853212100	3389490080	300	SAMN13477802	SRX7362238	2020-12-18T00:00:00Z	2019-12-13T23:09:00Z	BA7_2	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Apex_17days
Brassica rapa	PRJNA593493	SRR10685360	Apex	-	not applicable	17d	SRP237446	BA7_1	8206940100	3145973773	300	SAMN13477801	SRX7362237	2020-12-18T00:00:00Z	2019-12-13T22:43:00Z	BA7_1	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Apex_17days
Brassica rapa	PRJNA593493	SRR10685361	Apex	-	not applicable	19d	SRP237446	BA6_3	9058498200	3439491476	300	SAMN13477833	SRX7362236	2020-12-18T00:00:00Z	2019-12-13T23:10:00Z	BA6_3	5th true leaf	Sarisha-14					Apex_19days
Brassica rapa	PRJNA593493	SRR10685362	Apex	-	not applicable	16d	SRP237446	BA6_2	7584807000	3019174762	300	SAMN13477800	SRX7362235	2020-12-18T00:00:00Z	2019-12-13T22:50:00Z	BA6_2	4th true leaf	Sarisha-14					Apex_16days
Brassica rapa	PRJNA593493	SRR10685363	Apex	-	not applicable	16d	SRP237446	BA6_1	7989642000	3019459004	300	SAMN13477799	SRX7362234	2020-12-18T00:00:00Z	2019-12-13T22:48:00Z	BA6_1	4th true leaf	Sarisha-14					Apex_16days
Brassica rapa	PRJNA593493	SRR10685364	Apex	-	not applicable	18d	SRP237446	BA5_3	9407658900	3547823476	300	SAMN13477832	SRX7362233	2020-12-18T00:00:00Z	2019-12-13T22:50:00Z	BA5_3	5th true leaf	Sarisha-14					Apex_18days
Brassica rapa	PRJNA593493	SRR10685365	Apex	-	not applicable	15d	SRP237446	BA5_2	9157255800	3577452818	300	SAMN13477798	SRX7362232	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BA5_2	3rd true leaf	Sarisha-14					Apex_15days
Brassica rapa	PRJNA593493	SRR10685366	Apex	-	not applicable	15d	SRP237446	BA5_1	9382473900	3556958249	300	SAMN13477797	SRX7362231	2020-12-18T00:00:00Z	2019-12-13T22:57:00Z	BA5_1	3rd true leaf	Sarisha-14					Apex_15days
Brassica rapa	PRJNA593493	SRR10685367	Apex	-	not applicable	17d	SRP237446	BA4_3	8516043900	3228444262	300	SAMN13477831	SRX7362230	2020-12-18T00:00:00Z	2019-12-13T22:53:00Z	BA4_3	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Apex_17days
Brassica rapa	PRJNA593493	SRR10685368	Apex	-	not applicable	14d	SRP237446	BA4_2	8808306000	3442009890	300	SAMN13477796	SRX7362229	2020-12-18T00:00:00Z	2019-12-13T22:54:00Z	BA4_2	3rd true leaf	Sarisha-14					Apex_14days
Brassica rapa	PRJNA593493	SRR10685369	Apex	-	not applicable	19d	SRP237446	R18A5_1	7892539500	2957233229	300	SAMN13477700	SRX7362228	2020-12-18T00:00:00Z	2019-12-13T23:02:00Z	R18A5_1	5th true leaf visible	R-o-18					Apex_19days
Brassica rapa	PRJNA593493	SRR10685370	Apex	-	not applicable	14d	SRP237446	BA4_1	8713385400	3320472188	300	SAMN13477795	SRX7362227	2020-12-18T00:00:00Z	2019-12-13T22:51:00Z	BA4_1	3rd true leaf	Sarisha-14					Apex_14days
Brassica rapa	PRJNA593493	SRR10685371	Apex	-	not applicable	16d	SRP237446	BA3_3	7969199400	3002619934	300	SAMN13477830	SRX7362226	2020-12-18T00:00:00Z	2019-12-13T23:02:00Z	BA3_3	4th true leaf	Sarisha-14					Apex_16days
Brassica rapa	PRJNA593493	SRR10685372	Apex	-	not applicable	13d	SRP237446	BA3_2	9335389200	3688644032	300	SAMN13477794	SRX7362225	2020-12-18T00:00:00Z	2019-12-13T22:57:00Z	BA3_2	second true leaf	Sarisha-14					Apex_13days
Brassica rapa	PRJNA593493	SRR10685373	Leaf	-	not applicable	20d	SRP237446	BL10_2	11394468600	4389034449	300	SAMN13477778	SRX7362224	2020-12-18T00:00:00Z	2019-12-13T22:57:00Z	BL10_2	5th true leaf	Sarisha-14					Leaf_20days
Brassica rapa	PRJNA593493	SRR10685374	Leaf	-	not applicable	20d	SRP237446	BL10_1	8396536500	3133145232	300	SAMN13477777	SRX7362223	2020-12-18T00:00:00Z	2019-12-13T23:05:00Z	BL10_1	5th true leaf	Sarisha-14					Leaf_20days
Brassica rapa	PRJNA593493	SRR10685375	Leaf	-	not applicable	19d	SRP237446	BL9_2	9346297500	3709018415	300	SAMN13477776	SRX7362222	2020-12-18T00:00:00Z	2019-12-13T23:05:00Z	BL9_2	5th true leaf	Sarisha-14					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685376	Leaf	-	not applicable	19d	SRP237446	BL9_1	7872115800	2933624074	300	SAMN13477775	SRX7362221	2020-12-18T00:00:00Z	2019-12-13T22:56:00Z	BL9_1	5th true leaf	Sarisha-14					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685377	Leaf	-	not applicable	25d	SRP237446	BL8_3	9037188900	3405328343	300	SAMN13477827	SRX7362220	2020-12-18T00:00:00Z	2019-12-13T23:07:00Z	BL8_3	8th/9th true leaf	Sarisha-14					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685378	Leaf	-	not applicable	18d	SRP237446	BL8_2	8449176000	3364297171	300	SAMN13477774	SRX7362219	2020-12-18T00:00:00Z	2019-12-13T22:53:00Z	BL8_2	5th true leaf	Sarisha-14					Leaf_18days
Brassica rapa	PRJNA593493	SRR10685379	Leaf	-	not applicable	18d	SRP237446	BL8_1	7980309600	2995587407	300	SAMN13477773	SRX7362218	2020-12-18T00:00:00Z	2019-12-13T22:58:00Z	BL8_1	5th true leaf	Sarisha-14					Leaf_18days
Brassica rapa	PRJNA593493	SRR10685380	Leaf	-	not applicable	23d	SRP237446	BL7_3	8703763200	3285312165	300	SAMN13477826	SRX7362217	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BL7_3	7th true leaf	Sarisha-14					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685381	Leaf	-	not applicable	17d	SRP237446	BL7_2	8650975200	3408903661	300	SAMN13477772	SRX7362216	2020-12-18T00:00:00Z	2019-12-13T22:54:00Z	BL7_2	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685382	Leaf	-	not applicable	17d	SRP237446	BL7_1	10038335100	3764914648	300	SAMN13477771	SRX7362215	2020-12-18T00:00:00Z	2019-12-13T23:18:00Z	BL7_1	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685383	Apex	-	not applicable	17d	SRP237446	R18A4_1	8081063100	3099330743	300	SAMN13477697	SRX7362214	2020-12-18T00:00:00Z	2019-12-13T22:57:00Z	R18A4_1	4th true leaf visible	R-o-18					Apex_17days
Brassica rapa	PRJNA593493	SRR10685384	Leaf	-	not applicable	21d	SRP237446	BL6_3	8947201200	3334555838	300	SAMN13477825	SRX7362213	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BL6_3	6th true leaf	Sarisha-14					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685385	Leaf	-	not applicable	16d	SRP237446	BL6_2	8865916200	3583792695	300	SAMN13477770	SRX7362212	2020-12-18T00:00:00Z	2019-12-13T22:58:00Z	BL6_2	4th true leaf	Sarisha-14					Leaf_16days
Brassica rapa	PRJNA593493	SRR10685386	Leaf	-	not applicable	16d	SRP237446	BL6_1	7958124600	2976524335	300	SAMN13477769	SRX7362211	2020-12-18T00:00:00Z	2019-12-13T22:57:00Z	BL6_1	4th true leaf	Sarisha-14					Leaf_16days
Brassica rapa	PRJNA593493	SRR10685387	Leaf	-	not applicable	19d	SRP237446	BL5_3	8107618800	3139696308	300	SAMN13477824	SRX7362210	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BL5_3	5th true leaf	Sarisha-14					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685388	Leaf	-	not applicable	15d	SRP237446	BL5_2	7957351800	2855316357	300	SAMN13477768	SRX7362209	2020-12-18T00:00:00Z	2019-12-13T23:10:00Z	BL5_2	3rd true leaf	Sarisha-14					Leaf_15days
Brassica rapa	PRJNA593493	SRR10685389	Leaf	-	not applicable	15d	SRP237446	BL5_1	7918393500	2999919453	300	SAMN13477767	SRX7362208	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BL5_1	3rd true leaf	Sarisha-14					Leaf_15days
Brassica rapa	PRJNA593493	SRR10685390	Leaf	-	not applicable	17d	SRP237446	BL4_3	7777510200	3053160115	300	SAMN13477823	SRX7362207	2020-12-18T00:00:00Z	2019-12-13T23:01:00Z	BL4_3	"4th true leaf\, floral primordia visible by eye"	Sarisha-14					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685391	Leaf	-	not applicable	14d	SRP237446	BL4_2	8744613600	3147154532	300	SAMN13477766	SRX7362206	2020-12-18T00:00:00Z	2019-12-13T22:59:00Z	BL4_2	3rd true leaf	Sarisha-14					Leaf_14days
Brassica rapa	PRJNA593493	SRR10685392	Leaf	-	not applicable	14d	SRP237446	BL4_1	8643738000	3276219305	300	SAMN13477765	SRX7362205	2020-12-18T00:00:00Z	2019-12-13T23:01:00Z	BL4_1	3rd true leaf	Sarisha-14					Leaf_14days
Brassica rapa	PRJNA593493	SRR10685393	Leaf	-	not applicable	16d	SRP237446	BL3_3	8512057800	3295019411	300	SAMN13477822	SRX7362204	2020-12-18T00:00:00Z	2019-12-13T22:58:00Z	BL3_3	4th true leaf	Sarisha-14					Leaf_16days
Brassica rapa	PRJNA593493	SRR10685394	Apex	-	not applicable	15d	SRP237446	R18A3_3	8721702600	3385546006	300	SAMN13477696	SRX7362203	2020-12-18T00:00:00Z	2019-12-13T23:01:00Z	R18A3_3	3rd true leaf visible	R-o-18					Apex_15days
Brassica rapa	PRJNA593493	SRR10685395	Leaf	-	not applicable	13d	SRP237446	BL3_2	7738400400	2944177094	300	SAMN13477764	SRX7362202	2020-12-18T00:00:00Z	2019-12-13T23:05:00Z	BL3_2	second true leaf	Sarisha-14					Leaf_13days
Brassica rapa	PRJNA593493	SRR10685396	Leaf	-	not applicable	13d	SRP237446	BL3_1	8730262500	3324636274	300	SAMN13477763	SRX7362201	2020-12-18T00:00:00Z	2019-12-13T23:00:00Z	BL3_1	second true leaf	Sarisha-14					Leaf_13days
Brassica rapa	PRJNA593493	SRR10685397	Leaf	-	not applicable	14d	SRP237446	BL2_3	8074930500	3139169558	300	SAMN13477821	SRX7362200	2020-12-18T00:00:00Z	2019-12-13T23:03:00Z	BL2_3	3rd true leaf	Sarisha-14					Leaf_14days
Brassica rapa	PRJNA593493	SRR10685398	Leaf	-	not applicable	12d	SRP237446	BL2_2	8548834200	3095240033	300	SAMN13477762	SRX7362199	2020-12-18T00:00:00Z	2019-12-13T23:11:00Z	BL2_2	second true leaf	Sarisha-14					Leaf_12days
Brassica rapa	PRJNA593493	SRR10685399	Leaf	-	not applicable	12d	SRP237446	BL2_1	9023564100	3385444084	300	SAMN13477761	SRX7362198	2020-12-18T00:00:00Z	2019-12-13T23:08:00Z	BL2_1	second true leaf	Sarisha-14					Leaf_12days
Brassica rapa	PRJNA593493	SRR10685400	Leaf	-	not applicable	12d	SRP237446	BL1_3	8908149600	3434715382	300	SAMN13477820	SRX7362197	2020-12-18T00:00:00Z	2019-12-13T23:10:00Z	BL1_3	second true leaf	Sarisha-14					Leaf_12days
Brassica rapa	PRJNA593493	SRR10685401	Leaf	-	not applicable	11d	SRP237446	BL1_2	8520415800	3248317759	300	SAMN13477760	SRX7362196	2020-12-18T00:00:00Z	2019-12-13T23:05:00Z	BL1_2	first true leaf visible	Sarisha-14					Leaf_11days
Brassica rapa	PRJNA593493	SRR10685402	Leaf	-	not applicable	11d	SRP237446	BL1_1	8252418900	3104427135	300	SAMN13477759	SRX7362195	2020-12-18T00:00:00Z	2019-12-13T23:03:00Z	BL1_1	first true leaf visible	Sarisha-14					Leaf_11days
Brassica rapa	PRJNA593493	SRR10685403	Seedling	-	not applicable	7d	SRP237446	BSL_3	8572996800	3313252585	300	SAMN13477819	SRX7362194	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	BSL_3	seedling	Sarisha-14					Seedling_7days
Brassica rapa	PRJNA593493	SRR10685404	Seedling	-	not applicable	7d	SRP237446	BSL_2	8573454600	3399082274	300	SAMN13477758	SRX7362193	2020-12-18T00:00:00Z	2019-12-13T23:43:00Z	BSL_2	seedling	Sarisha-14					Seedling_7days
Brassica rapa	PRJNA593493	SRR10685405	Apex	-	not applicable	15d	SRP237446	R18A3_2	8565115200	3351412245	300	SAMN13477695	SRX7362192	2020-12-18T00:00:00Z	2019-12-13T23:49:00Z	R18A3_2	3rd true leaf visible	R-o-18					Apex_15days
Brassica rapa	PRJNA593493	SRR10685406	Seedling	-	not applicable	7d	SRP237446	BSL_1	8731261800	3316005612	300	SAMN13477757	SRX7362191	2020-12-18T00:00:00Z	2019-12-13T23:58:00Z	BSL_1	seedling	Sarisha-14					Seedling_7days
Brassica rapa	PRJNA593493	SRR10685407	Leaf	-	not applicable	35d	SRP237446	R18L10_3	8367495000	3204904489	300	SAMN13477756	SRX7362190	2020-12-18T00:00:00Z	2019-12-13T23:47:00Z	R18L10_3	7th true leaf visible	R-o-18					Leaf_35days
Brassica rapa	PRJNA593493	SRR10685408	Leaf	-	not applicable	35d	SRP237446	R18L10_2	8369225100	3116138220	300	SAMN13477755	SRX7362189	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	R18L10_2	7th true leaf visible	R-o-18					Leaf_35days
Brassica rapa	PRJNA593493	SRR10685409	Leaf	-	not applicable	35d	SRP237446	R18L10_1	8498041200	3597002945	300	SAMN13477754	SRX7362188	2020-12-18T00:00:00Z	2019-12-13T23:50:00Z	R18L10_1	7th true leaf visible	R-o-18					Leaf_35days
Brassica rapa	PRJNA593493	SRR10685410	Leaf	-	not applicable	25d	SRP237446	R18L9_3	7367883300	2828266654	300	SAMN13477753	SRX7362187	2020-12-18T00:00:00Z	2019-12-13T23:45:00Z	R18L9_3	7th true leaf visible	R-o-18					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685411	Leaf	-	not applicable	25d	SRP237446	R18L9_2	10022484600	3685214366	300	SAMN13477752	SRX7362186	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	R18L9_2	7th true leaf visible	R-o-18					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685412	Leaf	-	not applicable	25d	SRP237446	R18L9_1	10523022300	4023364041	300	SAMN13477751	SRX7362185	2020-12-18T00:00:00Z	2019-12-13T23:49:00Z	R18L9_1	7th true leaf visible	R-o-18					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685413	Leaf	-	not applicable	23d	SRP237446	R18L8_3	8745392700	3325799238	300	SAMN13477750	SRX7362184	2020-12-18T00:00:00Z	2019-12-13T23:48:00Z	R18L8_3	6th true leaf visible	R-o-18					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685414	Leaf	-	not applicable	23d	SRP237446	R18L8_2	9656393700	3579616233	300	SAMN13477749	SRX7362183	2020-12-18T00:00:00Z	2019-12-13T23:56:00Z	R18L8_2	6th true leaf visible	R-o-18					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685415	Leaf	-	not applicable	23d	SRP237446	R18L8_1	9489660000	3633882866	300	SAMN13477748	SRX7362182	2020-12-18T00:00:00Z	2019-12-13T23:59:00Z	R18L8_1	6th true leaf visible	R-o-18					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685416	Apex	-	not applicable	15d	SRP237446	R18A3_1	7436037600	2865477145	300	SAMN13477694	SRX7362181	2020-12-18T00:00:00Z	2019-12-13T23:46:00Z	R18A3_1	3rd true leaf visible	R-o-18					Apex_15days
Brassica rapa	PRJNA593493	SRR10685417	Leaf	-	not applicable	21d	SRP237446	R18L7_3	8764204500	3317229302	300	SAMN13477747	SRX7362180	2020-12-18T00:00:00Z	2019-12-14T00:00:00Z	R18L7_3	5th true leaf visible	R-o-18					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685418	Leaf	-	not applicable	21d	SRP237446	R18L7_2	9345621600	3512531737	300	SAMN13477746	SRX7362179	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	R18L7_2	5th true leaf visible	R-o-18					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685419	Leaf	-	not applicable	21d	SRP237446	R18L7_1	9767097300	3733211055	300	SAMN13477745	SRX7362178	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	R18L7_1	5th true leaf visible	R-o-18					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685420	Leaf	-	not applicable	19d	SRP237446	R18L6_3	8787567600	3347087431	300	SAMN13477744	SRX7362177	2020-12-18T00:00:00Z	2019-12-13T23:48:00Z	R18L6_3	5th true leaf visible	R-o-18					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685421	Leaf	-	not applicable	19d	SRP237446	R18L6_2	9600227100	3588188959	300	SAMN13477743	SRX7362176	2020-12-18T00:00:00Z	2019-12-13T23:51:00Z	R18L6_2	5th true leaf visible	R-o-18					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685422	Leaf	-	not applicable	19d	SRP237446	R18L6_1	8237000400	3174507038	300	SAMN13477742	SRX7362175	2020-12-18T00:00:00Z	2019-12-13T23:44:00Z	R18L6_1	5th true leaf visible	R-o-18					Leaf_19days
Brassica rapa	PRJNA593493	SRR10685423	Leaf	-	not applicable	17d	SRP237446	R18L5_3	10290846000	3843765845	300	SAMN13477741	SRX7362174	2020-12-18T00:00:00Z	2019-12-13T23:53:00Z	R18L5_3	4th true leaf visible	R-o-18					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685424	Leaf	-	not applicable	17d	SRP237446	R18L5_2	10111769100	3783569142	300	SAMN13477740	SRX7362173	2020-12-18T00:00:00Z	2019-12-13T23:59:00Z	R18L5_2	4th true leaf visible	R-o-18					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685425	Leaf	-	not applicable	17d	SRP237446	R18L5_1	9906502800	3780149664	300	SAMN13477739	SRX7362172	2020-12-18T00:00:00Z	2019-12-14T00:00:00Z	R18L5_1	4th true leaf visible	R-o-18					Leaf_17days
Brassica rapa	PRJNA593493	SRR10685426	Leaf	-	not applicable	15d	SRP237446	R18L4_3	10105154700	3724025742	300	SAMN13477738	SRX7362171	2020-12-18T00:00:00Z	2019-12-13T23:57:00Z	R18L4_3	3rd true leaf visible	R-o-18					Leaf_15days
Brassica rapa	PRJNA593493	SRR10685427	Apex	-	not applicable	13d	SRP237446	R18A2_3	8174261100	3183299335	300	SAMN13477693	SRX7362170	2020-12-18T00:00:00Z	2019-12-13T23:48:00Z	R18A2_3	second true leaf expanding	R-o-18					Apex_13days
Brassica rapa	PRJNA593493	SRR10685428	Leaf	-	not applicable	15d	SRP237446	R18L4_2	8855326800	3396326803	300	SAMN13477737	SRX7362169	2020-12-18T00:00:00Z	2019-12-13T23:49:00Z	R18L4_2	3rd true leaf visible	R-o-18					Leaf_15days
Brassica rapa	PRJNA593493	SRR10685429	Leaf	-	not applicable	15d	SRP237446	R18L4_1	8997240600	3426726310	300	SAMN13477736	SRX7362168	2020-12-18T00:00:00Z	2019-12-13T23:47:00Z	R18L4_1	3rd true leaf visible	R-o-18					Leaf_15days
Brassica rapa	PRJNA593493	SRR10685430	Apex	-	not applicable	13d	SRP237446	BA3_1	9318449100	3556664120	300	SAMN13477793	SRX7362167	2020-12-18T00:00:00Z	2019-12-13T23:55:00Z	BA3_1	second true leaf	Sarisha-14					Apex_13days
Brassica rapa	PRJNA593493	SRR10685431	Apex	-	not applicable	14d	SRP237446	BA2_3	8130746700	3050213589	300	SAMN13477829	SRX7362166	2020-12-18T00:00:00Z	2019-12-13T23:49:00Z	BA2_3	3rd true leaf	Sarisha-14					Apex_14days
Brassica rapa	PRJNA593493	SRR10685432	Apex	-	not applicable	12d	SRP237446	BA2_2	11833007700	4595987530	300	SAMN13477792	SRX7362165	2020-12-18T00:00:00Z	2019-12-13T23:54:00Z	BA2_2	second true leaf	Sarisha-14					Apex_12days
Brassica rapa	PRJNA593493	SRR10685433	Apex	-	not applicable	12d	SRP237446	BA2_1	8251230600	3140430962	300	SAMN13477791	SRX7362164	2020-12-18T00:00:00Z	2019-12-13T23:50:00Z	BA2_1	second true leaf	Sarisha-14					Apex_12days
Brassica rapa	PRJNA593493	SRR10685434	Apex	-	not applicable	12d	SRP237446	BA1_3	8378660100	3139640342	300	SAMN13477828	SRX7362163	2020-12-18T00:00:00Z	2019-12-13T23:51:00Z	BA1_3	second true leaf	Sarisha-14					Apex_12days
Brassica rapa	PRJNA593493	SRR10685435	Apex	-	not applicable	11d	SRP237446	BA1_2	8113783500	3187321829	300	SAMN13477790	SRX7362162	2020-12-18T00:00:00Z	2019-12-13T23:47:00Z	BA1_2	first true leaf visible	Sarisha-14					Apex_11days
Brassica rapa	PRJNA593493	SRR10685436	Apex	-	not applicable	11d	SRP237446	BA1_1	8660435400	3292103425	300	SAMN13477789	SRX7362161	2020-12-18T00:00:00Z	2019-12-13T23:55:00Z	BA1_1	first true leaf visible	Sarisha-14					Apex_11days
Brassica rapa	PRJNA593493	SRR10685437	Apex	-	not applicable	17d	SRP237446	R18A4_3	8264089500	3217115425	300	SAMN13477699	SRX7362160	2020-12-18T00:00:00Z	2019-12-13T23:51:00Z	R18A4_3	4th true leaf visible	R-o-18					Apex_17days
Brassica rapa	PRJNA593493	SRR10685438	Leaf	-	not applicable	25d	SRP237446	BL15_2	8656621200	3388286246	300	SAMN13477788	SRX7362159	2020-12-18T00:00:00Z	2019-12-13T23:52:00Z	BL15_2	8th/9th true leaf	Sarisha-14					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685439	Leaf	-	not applicable	25d	SRP237446	BL15_1	8386005300	3234511272	300	SAMN13477787	SRX7362158	2020-12-18T00:00:00Z	2019-12-13T23:54:00Z	BL15_1	8th/9th true leaf	Sarisha-14					Leaf_25days
Brassica rapa	PRJNA593493	SRR10685440	Leaf	-	not applicable	24d	SRP237446	BL14_2	9023820300	3561482543	300	SAMN13477786	SRX7362157	2020-12-18T00:00:00Z	2019-12-13T23:58:00Z	BL14_2	7th true leaf	Sarisha-14					Leaf_24days
Brassica rapa	PRJNA593493	SRR10685441	Leaf	-	not applicable	24d	SRP237446	BL14_1	8948360400	3411328172	300	SAMN13477785	SRX7362156	2020-12-18T00:00:00Z	2019-12-13T23:58:00Z	BL14_1	7th true leaf	Sarisha-14					Leaf_24days
Brassica rapa	PRJNA593493	SRR10685442	Leaf	-	not applicable	23d	SRP237446	BL13_2	8911731300	3495218930	300	SAMN13477784	SRX7362155	2020-12-18T00:00:00Z	2019-12-13T23:48:00Z	BL13_2	7th true leaf	Sarisha-14					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685443	Leaf	-	not applicable	23d	SRP237446	BL13_1	8238100500	3108871643	300	SAMN13477783	SRX7362154	2020-12-18T00:00:00Z	2019-12-13T23:54:00Z	BL13_1	7th true leaf	Sarisha-14					Leaf_23days
Brassica rapa	PRJNA593493	SRR10685444	Leaf	-	not applicable	22d	SRP237446	BL12_2	9990002100	3920614560	300	SAMN13477782	SRX7362153	2020-12-18T00:00:00Z	2019-12-13T23:48:00Z	BL12_2	6th true leaf	Sarisha-14					Leaf_22days
Brassica rapa	PRJNA593493	SRR10685445	Leaf	-	not applicable	22d	SRP237446	BL12_1	7716788100	2934918273	300	SAMN13477781	SRX7362152	2020-12-18T00:00:00Z	2019-12-13T23:47:00Z	BL12_1	6th true leaf	Sarisha-14					Leaf_22days
Brassica rapa	PRJNA593493	SRR10685446	Leaf	-	not applicable	21d	SRP237446	BL11_2	9460157400	3635121353	300	SAMN13477780	SRX7362151	2020-12-18T00:00:00Z	2019-12-14T00:00:00Z	BL11_2	6th true leaf	Sarisha-14					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685447	Leaf	-	not applicable	21d	SRP237446	BL11_1	9312387900	3541352186	300	SAMN13477779	SRX7362150	2020-12-18T00:00:00Z	2019-12-13T23:52:00Z	BL11_1	6th true leaf	Sarisha-14					Leaf_21days
Brassica rapa	PRJNA593493	SRR10685448	Apex	-	not applicable	17d	SRP237446	R18A4_2	7358220900	2836400029	300	SAMN13477698	SRX7362149	2020-12-18T00:00:00Z	2019-12-13T23:47:00Z	R18A4_2	4th true leaf visible	R-o-18					Apex_17days
Brassica rapa	PRJNA593493	SRR10685449	Apex	-	not applicable	11d	SRP237446	R18A1_2	7828582800	3068548897	300	SAMN13477689	SRX7362148	2020-12-18T00:00:00Z	2019-12-13T23:56:00Z	R18A1_2	first true leaf visible	R-o-18					Apex_11days
Brassica rapa	PRJNA593493	SRR10685450	Apex	-	not applicable	11d	SRP237446	R18A1_1	7907902800	2986045576	300	SAMN13477688	SRX7362147	2020-12-18T00:00:00Z	2019-12-13T23:51:00Z	R18A1_1	first true leaf visible	R-o-18					Apex_11days
Brassica napus	PRJNA601012	SRR10883106	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	11968846868	3664492204	299	SAMN13840625	SRX7552152	2023-02-01T00:00:00Z	2020-01-14T09:22:00Z	ywf_petals_3	full bloom stage	"ZS9\, ywf"					Petal
Brassica napus	PRJNA601012	SRR10883107	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	11928947038	3637866161	299	SAMN13840625	SRX7552151	2023-02-01T00:00:00Z	2020-01-14T09:30:00Z	ywf_petals_2	full bloom stage	"ZS9\, ywf"					Petal
Brassica napus	PRJNA601012	SRR10883108	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	15488323122	4699324671	299	SAMN13840625	SRX7552150	2023-02-01T00:00:00Z	2020-01-14T09:41:00Z	ywf_petals_1	full bloom stage	"ZS9\, ywf"					Petal
Brassica napus	PRJNA601012	SRR10883109	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	12413521010	3743807213	299	SAMN13840625	SRX7552149	2023-02-01T00:00:00Z	2020-01-14T09:20:00Z	ZS9_petals_3	full bloom stage	"ZS9\, ywf"					Petal
Brassica napus	PRJNA601012	SRR10883110	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	12370221286	3768071427	299	SAMN13840625	SRX7552148	2023-02-01T00:00:00Z	2020-01-14T09:21:00Z	ZS9_petals_2	full bloom stage	"ZS9\, ywf"					Petal
Brassica napus	PRJNA601012	SRR10883111	Petal	-	-	-	SRP241867	"Brassica napus(ZS9)_petal, Brassica napus(ywf)_petal"	18045669854	5436734197	299	SAMN13840625	SRX7552147	2023-02-01T00:00:00Z	2020-01-14T09:23:00Z	ZS9_petals_1	full bloom stage	"ZS9\, ywf"					Petal
Brassica oleracea	PRJNA604889	SRR11023485	Leaf	treat2-1	not collected	not collected	SRP247280	DBP71-12-1	8123864620	2655509374	298	SAMN14001415	SRX7677316	2020-09-12T00:00:00Z	2020-02-05T04:18:00Z	DBP71-12-1	not collected	Brassica oleracea L					Leaf
Brassica oleracea	PRJNA604889	SRR11023486	Leaf	CK2-3	not collected	not collected	SRP247280	QP07-12-3	6556885730	2135975468	298	SAMN14001414	SRX7677315	2020-09-12T00:00:00Z	2020-02-05T04:15:00Z	QP07-12-3	not collected	Brassica oleracea L					Leaf
